user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,Column1,compliment_photos,,,
jwf__l4OEaVxqjFsg40hEA,A.N.,48,16/06/2013 02:52,39,3,18,1,4.06,1,0,0,0,0,2,1,0,0,0,1,1,,,
JWFcP7BV95NNJdbYbiIZqQ,Karlie,2,18/05/2017 04:04,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
jwOQaWKD9oqBGVbBjJ7POA,Ashton,43,03/08/2010 03:33,46,14,27,4,4.56,0,0,0,0,0,0,0,5,5,0,1,0,,,
JX7mjMODvt96vQIj9ENzhw,R,169,06/02/2012 02:05,297,140,136,10,3.23,1,0,1,0,0,14,19,16,16,4,1,8,,,
jxWU3EUYu0I02yzRoiOf9w,Laura,6,15/06/2015 15:30,1,0,2,0,4.17,0,0,0,0,0,0,0,0,0,0,1,0,,,
jYa-64lD_WH5bivzqLGqWA,Corinne,30,09/04/2015 16:09,6,0,1,0,4.17,0,0,0,0,0,0,0,0,0,0,1,0,,,
jyhY__4xfEppraaOMKmT1Q,Dustin,14,14/10/2015 03:47,19,10,3,1,3.4,0,0,0,0,0,0,0,0,0,0,1,1,,,
jyruDL_tXRG0Vh-Z0QsQnA,Jimmy,9,16/01/2014 19:04,10,3,4,1,4,0,0,0,0,0,0,1,0,0,0,1,0,,,
JywaS2EwLOoM1kgB49r0bA,Frances,3,09/04/2010 18:46,2,0,0,1,2.33,0,0,0,0,0,0,0,0,0,0,1,0,,,
JyYb7QaYrCvL4e2nEPymYg,Olga,2,27/06/2015 01:12,1,0,1,0,3.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
jyz8-hAPGRjurBVp9DST9A,Anna,339,10/03/2009 01:20,1283,551,814,44,3.82,109,4,2,5,7,67,53,97,97,34,1,12,,,
jZ5sKTQnYpC8Ak0oFH2SZQ,Jill,36,22/04/2017 16:08,12,5,0,1,3.94,4,0,0,0,0,0,0,0,0,0,1,0,,,
jzey83wRqwhenGxnVufmsQ,David,4,08/12/2015 21:05,2,0,0,1,2.25,0,0,0,0,0,0,0,0,0,0,1,0,,,
JzK0sxZHyc2xP_ZVY-GJ1g,Michael D.,17,31/07/2010 23:45,15,2,4,0,4.22,0,0,0,0,0,2,1,0,0,0,1,0,,,
jzLA15Z7n-0w6nYmYSBAcQ,Tyler,4,10/04/2011 16:05,8,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
k_QcX0wWz5nX5QLwaj4Z_Q,Collin,134,12/04/2010 02:28,215,32,58,2,3.91,6,3,1,0,0,31,17,18,18,19,1,3,,,
K_wyqJBo46BJfSBWUsFU1w,Victoria,4,27/01/2013 13:35,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
k1Jy5ZSWaotZURJjNxgcjA,Minny,503,08/09/2010 02:33,445,97,82,9,3.88,2,0,3,0,0,6,16,5,5,4,1,2,,,
K2MoV_t0cXeDkMQBic2pDw,Kevin,73,07/11/2013 03:36,117,41,68,4,3.71,1,0,0,0,0,2,19,3,3,1,1,4,,,
k3k3jTNIEiX4KtDNg9ivog,Sonni,5,08/02/2015 17:00,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,1,0,,,
k3KKyGhQya-T8GeRdyFjMQ,Tony,73,11/11/2011 20:38,40,9,14,0,3.85,0,0,0,0,0,0,1,0,0,0,1,0,,,
k4fKHb1iM6Ja9pxyoNWNZA,Marita,3,06/05/2015 04:55,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,1,0,,,
k4nzPtk0T4I74Nopt-7WHQ,Jen,8,30/06/2010 23:15,28,4,2,0,3.7,0,0,0,0,0,0,1,0,0,0,1,0,,,
k4wdyggPb3eCcPxK9DVcdg,Emily,137,27/07/2010 05:45,798,375,506,94,3.59,163,14,3,10,0,88,76,226,226,37,1,34,,,
K5pkRNGZ0sxnFq2BeeYFLg,Briana,70,15/08/2008 08:03,55,9,11,3,3.87,1,0,0,0,0,3,2,0,0,0,1,0,,,
k6uL-5nEiUcN_nZquvWKCw,Steve,68,19/09/2012 02:32,41,5,7,0,2.98,0,1,0,0,0,2,1,0,0,0,1,0,,,
k7A5qfiIB8VMBfaULDZjqQ,Doug,5,08/02/2013 13:16,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,,
k7J0CjxFoxdSayhlDE-k7w,Jessica,129,09/11/2012 21:49,229,65,202,15,3.96,14,2,0,0,0,10,12,19,19,8,1,3,,,
k7nuSvA4QrMRLTqXfoZC6g,Brad,19,10/05/2015 06:52,11,1,1,0,3.95,0,0,0,0,0,0,0,0,0,0,1,0,,,
k7Z3X89WNXoaj8AIZcsUQA,Rhiannon,2,20/06/2014 21:03,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,,,
k8xbw7sU37B8EVSxeCLl3w,Leda,12,31/05/2015 00:54,3,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,1,0,,,
K9K7F-mOzEXzTn3nkxhyaw,Alexandria,58,28/04/2012 15:27,45,14,13,2,3.97,0,0,0,0,0,0,3,0,0,0,1,0,,,
K9sc_cWK_uycR0KCwW1bQA,Vicki,5,21/03/2015 16:20,3,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,1,0,,,
KA_NMdCUgTmj4pgr4lsOaA,Audra,10,25/10/2016 00:39,3,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,1,0,,,
kaC3NT8IrGEM82ESadntmA,G,29,28/10/2012 02:03,76,17,16,5,4.12,0,0,0,0,0,0,1,1,1,0,1,0,,,
kaS5_lasd8XqpBs2GYxq3A,Luce,2,16/07/2014 03:28,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,,,
kaWkQskemvxZhKb1MRnTYA,Elijah,19,10/07/2016 03:51,3,0,1,2,3.95,0,0,0,0,0,1,0,0,0,0,1,0,,,
Kb7NipkZc929oQIA8_oCWA,Jason,20,21/06/2013 01:11,14,1,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
kblVRW8XVjT0EIPW5TRcxA,Virginia,3,25/05/2012 21:29,2,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,1,0,,,
kbTueZsg4SkoStj9m_Fj4g,Gigi,12,18/07/2013 00:55,10,5,3,1,3.29,0,0,0,0,0,0,1,0,0,0,1,0,,,
kbvqHnjC3JEVZmXSK7h7eQ,Michael,8,23/06/2015 04:31,1,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,,,
KC4LnyHv0QyWscXwxBu2iw,Conlan,30,19/05/2013 00:22,51,6,11,5,3.65,4,1,0,0,0,0,2,7,7,1,1,0,,,
kCj31kiI9QL81bMaFed4qg,Micki,33,15/11/2012 19:07,14,1,5,0,4.21,1,0,0,0,0,0,0,0,0,0,1,0,,,
KCnDeHRQdVSFZJ5NiCRu_w,Lolacita,91,22/10/2011 19:08,148,22,19,3,3.45,6,0,0,0,0,4,1,4,4,1,1,0,,,
KcRwIodbFJ5o2fubJLObag,Samantha,13,23/04/2018 19:20,0,1,0,0,4.54,0,0,0,0,0,0,0,0,0,0,1,0,,,
kd9--kcOScxGYuDbW9wOBQ,David,183,17/12/2012 13:50,149,43,67,6,3.74,2,0,1,0,0,3,4,1,1,1,1,0,,,
Kdmlckz1Xgnf7DH1pCFM4A,Viktor,9,14/12/2011 20:50,1,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,1,0,,,
ked0AiTjUj50tdmakbQw9A,Marianne,18,23/03/2013 05:44,30,5,10,0,3.04,0,0,0,0,0,0,0,0,0,0,1,0,,,
KEOZr7Cvz3rmtQCmvJ3SHw,Kim,10,05/11/2017 16:29,9,0,3,0,3.9,0,0,0,0,0,0,0,0,0,0,1,0,,,
kfOquL--ZlPv6uv923HZ8Q,Mindy,63,29/09/2011 22:23,69,27,30,0,4.17,0,0,0,0,0,0,1,1,1,0,1,0,,,
kG72M2K4Za4d_2HdIXGemw,H.,45,31/12/2013 22:00,42,7,9,0,4.17,0,0,0,0,0,0,0,1,1,0,1,0,,,
kgaMgbr6bGTc6eJj2pyBDA,Jim,55,28/07/2013 21:40,72,14,7,1,3.28,0,1,0,0,0,0,3,0,0,0,1,0,,,
KgB2TlDoKFKrpN6Re4prWQ,Ida,6,30/06/2014 00:47,22,1,1,0,3.29,0,0,0,0,0,0,0,0,0,0,1,0,,,
KGjFXa4aSe6gvH1SLzfryw,Nicole,21,29/02/2012 03:44,12,3,3,1,3.96,0,1,0,0,0,1,0,0,0,0,1,0,,,
kgX-29J52agwhbaw-F0kCA,Jo,75,02/01/2013 01:14,77,11,9,2,3.35,0,0,0,0,0,0,2,0,0,0,1,0,,,
kGyTJYKb1F6EFR3MWwUtiQ,H.,58,05/06/2013 19:48,21,3,2,0,3.05,0,0,0,0,0,0,0,0,0,0,1,0,,,
KhB7izx009EgdQU-G11f-g,Mary,2,25/07/2014 19:39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
KhcP6A2BQdRT8uWOdF02MQ,J,17,27/01/2013 00:15,10,2,4,0,2.29,0,0,0,0,0,0,0,0,0,0,1,0,,,
ki7Tomzhavx33uc8sFvq9g,John,23,24/05/2014 01:39,2,2,1,0,4.21,0,0,0,0,0,0,0,0,0,0,1,0,,,
kIDlywok_2Mjg38im_CMTA,Yvonne,192,10/02/2013 22:37,102,23,43,7,3.25,2,0,0,0,0,6,7,4,4,0,1,1,,,
kIMEKgFDgy14QjuwTSYfRg,Allyson,62,31/10/2014 21:16,75,18,31,7,4.02,2,2,0,0,0,1,3,9,9,2,1,0,,,
KJ7b2SyxnyfBFC_ppUDLVg,Karley,4,25/02/2012 04:39,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
kjb-tdPBjhH6YZ9OfOIffw,Sarah,26,30/08/2016 00:00,8,0,0,1,4.63,0,0,0,0,0,1,1,0,0,0,1,0,,,
kJe7DS70ySruxLmewTWd3A,Sophya,6,18/08/2011 05:26,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,1,0,,,
kjeX2RXvW7RhBbD2QLd5jA,Bao,845,29/04/2010 21:58,3811,2714,2953,155,3.69,200,14,8,3,3,100,252,342,342,146,1,60,,,
Kji4UJ3ZrZoFjte1pnXxwA,Bob,5,02/01/2014 20:36,5,0,1,0,4.8,0,0,0,0,0,0,1,0,0,0,1,0,,,
kkCxGCVcCHVcwzyzwvNOEQ,Camille,5,02/08/2014 14:19,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,1,0,,,
KkmhAIDd7VAh-_DvTqmFtA,Lori,5,01/08/2011 17:03,4,2,4,0,4.17,0,0,0,0,0,0,0,0,0,0,1,0,,,
KKn3iv-X8tt_-acfOiGfbA,Billy,29,29/08/2011 01:06,56,11,18,0,3.97,0,0,0,0,0,1,1,0,0,0,1,0,,,
kldIv38lasMGAz5rti_ekA,Juan,1,28/02/2018 23:44,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
kLjJmYypH0wShK09l3oViw,Tony,4,25/07/2014 16:09,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
kLVGO8-xRFun4QPlhiDtgg,millie,4,01/07/2011 00:20,3,0,1,0,3.4,0,0,0,0,0,0,0,0,0,0,1,0,,,
kMq0y7YLRV_8PO7wXYHGmg,Jacqueline,79,09/05/2015 00:24,39,12,13,6,3.9,0,0,1,0,0,0,0,0,0,0,1,2,,,
KMUGmhDmsfGROgS3QzdMbg,Leti,40,02/04/2014 04:28,27,9,8,8,3.72,0,0,0,0,0,1,1,0,0,0,1,0,,,
kMYJ_NtFWPH6_BtKBV2zRw,Will,51,20/04/2017 21:26,47,22,38,8,4.17,6,1,0,0,0,2,12,11,11,0,1,6,,,
KMylGSVa7N3Y_RAAGJgtnQ,phantom,107,26/11/2008 21:19,80,48,41,0,4.07,0,0,0,0,0,3,6,1,1,2,1,2,,,
kNL-5k3UouYYmb_fgHgrhQ,Patti,20,31/12/2011 16:34,13,3,2,1,4.1,0,0,0,0,0,0,0,0,0,0,1,0,,,
KNru-YwWR5_A_omtNwtODA,Emily,6,23/12/2013 20:34,7,1,0,0,1.83,0,0,0,0,0,0,1,0,0,0,1,0,,,
kNzzteRJy5jBOX8rM_uJOA,Ken,118,30/03/2011 20:06,43,8,14,1,4.04,0,0,0,0,0,0,0,0,0,3,1,0,,,
ko3fxApPZSSQXXY6pjecwA,Carrie,26,26/07/2014 22:27,20,5,8,0,4.79,0,0,0,0,0,1,0,0,0,0,1,0,,,
KO6L0lmeQZVlcLZQ3ComQA,Derek,3,20/09/2012 19:33,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,1,0,,,
kOIdnyAPcCrHnQskv_fd6w,Mason,50,09/12/2015 21:24,24,4,2,0,3.59,0,0,0,0,0,1,2,0,0,1,1,0,,,
KP6ZVuL1heE5zQ8WbkWSVQ,Dave,15,02/10/2010 00:04,15,1,2,2,3.94,0,0,0,0,0,0,2,1,1,0,1,0,,,
kPpdBDQ9HRxHepEUMm5WIA,Steve,3,06/06/2013 22:47,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,1,0,,,
KPVIj30_PT6X8C_89pBrNQ,Amy,58,24/02/2009 22:35,86,21,19,1,4.03,0,0,0,0,0,2,2,0,0,0,1,0,,,
KQ2CFHDyA4sD85DVnJk8Tg,Ted-Jan,6,12/04/2015 00:26,9,2,3,1,3.17,0,0,0,0,0,0,0,0,0,0,1,0,,,
KqIfj4JtpPcNe5qZXa5YYQ,Jill,46,13/08/2013 22:28,38,15,20,0,4.76,0,0,0,0,0,0,1,0,0,0,1,0,,,
KQMtZp97DtLbl9IRGdKMYA,Rafa,5,20/04/2015 02:04,0,2,0,0,3.4,0,0,0,0,0,0,0,0,0,0,1,0,,,
KR7AArybgjtduabRWlWD6g,Luis,10,22/01/2011 01:48,1,0,3,0,4.64,0,0,0,0,0,0,1,0,0,0,1,0,,,
KRB-us8ZuW114fsYtoy-3A,Marc,23,01/05/2010 00:35,42,6,11,0,4.66,0,0,0,0,0,1,0,0,0,0,1,0,,,
kRugArW7H6fZuoOTq5kjmQ,Mary,52,16/11/2013 00:11,52,12,20,3,4.17,1,1,0,0,0,0,0,0,0,1,1,0,,,
k-s5u7GRUdnJ8ZBgIRtp2w,Susan,23,08/08/2013 18:05,68,9,10,2,4.75,0,0,0,0,0,2,11,0,0,1,1,0,,,
KSEFgwcscHz07yiboem83A,Kahlia,1,28/11/2014 01:39,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
KSqCDPk3Yi_EencmFVi2LA,Ed,7,03/05/2011 19:08,15,3,3,1,3,0,0,0,0,0,0,2,0,0,0,1,0,,,
KsXwMl08Q9wQL83COsEt1g,Kerri,34,02/11/2013 23:35,12,4,6,0,3.88,0,0,0,0,0,1,0,0,0,0,1,0,,,
Kt7HVxvmlkFuBL4H3SvPmw,Katie,27,10/07/2015 08:27,14,1,3,1,3.79,0,0,0,0,0,0,1,0,0,0,1,0,,,
ktm2YMsb65tRnePcYpVlqg,Alex,573,19/11/2012 13:16,1235,433,774,57,4.38,41,4,2,0,0,19,45,77,77,24,1,8,,,
kU0qz8CVOOpIMgcWm9gc6w,Alicia,9,07/03/2011 02:11,33,9,2,0,2.6,0,0,0,0,0,1,0,1,1,0,1,0,,,
kUFAlir7_fHv0_QD3ls7sQ,J,19,06/11/2011 01:14,28,17,6,0,4,0,1,0,0,0,0,1,0,0,0,1,0,,,
KU-KCCcfiNWXyZgZVeLrbA,M,11,26/06/2016 20:56,3,0,0,0,4.45,0,0,0,0,0,0,0,0,0,0,1,0,,,
kUlCRKDdpcmax8ucr9abIg,Paul,1,04/02/2017 01:15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
Kv3j1rF9cNRyUGTfUw1Khg,Jacob,18,01/01/2016 20:38,11,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,,,
Kv7NYOvRTJfFYZHkSoFgTg,Ben,78,20/07/2007 03:15,78,7,29,4,4.1,1,1,0,0,0,1,0,1,1,0,1,0,,,
kVJOSb8V_h5_FeJ5izDPig,Ivan,3,18/07/2015 18:40,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
kvnLdGDl1Vq5r7QU_zEOaw,Matt,4,16/05/2015 15:59,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,,
kvWfoGnmBsBsN0BI_KDpBg,Louis,1,29/11/2014 17:04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
KVxc3QqD2lCMCfTLjvIX1g,Loui,4,14/09/2015 18:05,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
kw4X0yVC1c2WkoJQq-gIPQ,Marlena,13,11/04/2015 00:32,0,1,0,0,3.54,0,0,0,0,0,0,0,0,0,0,1,0,,,
KWE_bmfWFNNm4y2hxgX79g,Maureen,3,16/03/2012 05:44,10,0,0,1,3.67,0,0,0,0,0,1,2,0,0,0,1,0,,,
kwVnimhlszO2AoFGnB6G2Q,Deziree,11,05/09/2015 23:50,4,2,1,0,3.36,0,0,0,0,0,1,0,0,0,0,1,0,,,
KWY0QyEXEMGh6xCB5oMUzg,C,122,22/03/2010 01:54,88,25,26,9,3.45,1,0,0,0,0,4,4,5,5,1,1,1,,,
kXGE78HisQaBt8J1LFmjcw,Kasey,5,22/04/2017 04:14,2,1,1,0,2.8,0,0,0,0,0,0,0,0,0,0,1,0,,,
kXRbzPNmwzPSZ-pc_yWxPQ,Michael,7,23/05/2017 14:23,5,0,3,0,4.14,0,0,0,0,0,0,1,0,0,0,1,0,,,
K-XSCHj73i2eeZLvCVrh-Q,Daniella,83,24/01/2014 06:01,81,9,29,2,3.84,0,0,0,1,0,3,2,1,1,0,1,0,,,
KxsLSZPlb6t47WQbqVkIPA,Joe,2,07/09/2014 20:11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
KXvCxUlipdB0LFZz3-4Qdw,Jeremy,11,17/02/2011 23:36,19,9,3,0,4,0,0,0,0,0,0,1,0,0,0,1,0,,,
KZ_sFZwRsXKJXNWEzbUeHg,Dawn,10,28/01/2015 01:41,1,2,0,0,3.2,0,0,0,0,0,0,1,0,0,0,1,0,,,
kZA-neTnGq6gzLt7k70kEQ,Amira,301,09/08/2013 02:18,471,161,212,17,4.14,20,1,2,0,0,17,24,52,52,19,1,1,,,
kzdamRTIZv044_lov9_QFw,Josh,9,24/03/2011 17:58,13,2,1,0,2.7,0,1,0,0,0,0,1,0,0,0,1,0,,,
kZPssehnZAjQ7fzqQg1MqQ,Debbie,79,06/02/2017 16:22,40,6,20,4,4.42,1,0,0,0,0,0,1,0,0,0,1,0,,,
KZwxrWezu5n30Ruo6VNSjA,JKtravel,145,31/12/2013 18:08,44,7,12,0,4.07,0,0,0,0,0,1,3,0,0,0,1,0,,,
L_d-ewcducZrW8g87_Ru3A,Jason,2,28/03/2018 15:51,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,,
l03_Z_oXcoVkgCPM_QBhog,Kentner,102,06/03/2016 16:08,43,0,14,2,4.51,0,0,0,0,0,0,0,1,1,0,1,0,,,
l0cLT4c59zu0H8MVwp7vqA,Tj,12,15/03/2014 22:42,2,0,3,0,4.62,0,0,0,0,0,0,0,0,0,0,1,0,,,
L2MuE4iio1f-WY2JTtwDsA,Scott,18,30/05/2013 20:17,8,4,0,0,3.06,0,0,0,0,0,2,1,0,0,0,1,0,,,
l2OItlOrZQ24jlCz_Jtm_Q,Sky,37,29/07/2015 05:24,29,15,11,1,4.15,0,0,0,0,0,1,0,0,0,0,1,0,,,
L3VMXLxhg35zNJNsSFpS3w,Scott,17,14/06/2018 16:54,7,4,5,0,4.39,0,0,0,0,0,0,0,1,1,1,1,0,,,
L40bWsIRNT0AgyWpRJeEdQ,Ben,7,02/06/2014 19:38,4,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,1,0,,,
l4Fb1SKROSe8IZLPl5B06g,Allison,8,10/04/2016 20:02,1,0,1,0,4.25,0,0,0,0,0,0,0,0,0,0,1,0,,,
L5QvodZq1FI6dGEBUViGNg,Laura,19,17/07/2012 23:12,7,8,2,0,3.2,0,0,0,0,0,0,0,0,0,0,1,0,,,
l7sZTLRUBK0k3xjRTj1CSA,Hangr,219,08/07/2014 15:02,359,83,126,20,4.03,10,2,0,0,0,3,19,17,17,10,1,6,,,
ladkPm-9-TlFAZj3KP_NaA,Alexis,11,31/01/2017 01:50,8,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,,,
laPXOiUHa9GOhl_YeDF64Q,Brooke,35,16/12/2011 02:48,32,6,5,2,3.95,0,0,0,0,0,1,0,0,0,0,1,0,,,
laRbw9jQEm-SVAYxKGB2vg,Daniela,7,24/12/2013 21:01,4,0,2,2,2.43,0,0,0,0,0,0,3,0,0,0,1,0,,,
laxAm1xy6MZUHMS8h86HUA,Gene,2,26/03/2018 23:42,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
l-B4axUNxQ9FVVxeQm8t2A,Sue,584,13/04/2011 20:36,2261,850,720,36,3.35,37,11,1,0,3,63,231,116,116,41,1,1,,,
LbMJEGRN8679j7ue5Y9RIQ,Pat,70,31/05/2015 03:06,55,24,27,1,3.68,0,0,0,0,0,1,0,0,0,1,1,3,,,
lbMW3xAiBYC1HnCyd8y9FQ,Tyler,9,29/05/2008 14:18,21,0,0,0,4.3,0,0,0,0,0,0,0,1,1,0,1,0,,,
LbpFGFPBsOgnHhNidx4m-A,Yaya,7,30/10/2012 22:14,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,
LbWc6hr6zpkmT9MHJ2pAsg,Jackie,4,21/06/2014 21:21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,,
LBz6F8r2adoOnYlURcld8Q,Aaron,30,01/05/2013 18:57,29,6,9,1,3.94,0,0,0,0,0,0,1,0,0,0,1,0,,,
lc8welEMM1T-asGv5VMiHg,Marlene,4,12/03/2016 21:41,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
LCaRuQsFjUsWCC2-PMctQg,Steve,24,26/02/2008 20:13,25,10,6,1,3.92,1,0,0,0,0,0,0,0,0,0,1,0,,,
lcHy94t3AtILyaZR2tZUPw,Kjoy,20,17/05/2013 04:45,38,7,6,1,3.18,0,0,0,0,0,0,1,0,0,0,1,0,,,
lCZ4PhSliMS08Qq8DDJJ7w,Corey,2,14/11/2016 16:40,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,1,0,,,
l-d7LQ-3Z169dSSC4_9TrA,Faith,1,10/07/2016 17:57,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
lDALGIedYVLBnqDlHfdfPA,Daniela,1,11/04/2016 16:39,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
ldfKvJsJQFCPwt2fSNk4AQ,M,22,04/04/2013 23:13,28,6,9,2,3.74,1,0,0,0,0,0,0,1,1,0,1,0,,,
lDS46VHZ7KNla99uhO1Yag,Nancy,44,23/09/2010 20:49,42,9,8,0,3.85,0,0,0,0,0,0,1,0,0,0,1,0,,,
lE4YQzYW7vuFnJ81Twlquw,Therese,15,30/03/2010 16:46,7,1,0,0,3.13,0,0,0,0,0,1,0,0,0,0,1,0,,,
lekwj3Eml86FjNhlZmugkQ,Angel,1,14/06/2016 04:52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
LEQ2koDD-i_a1vsmC3pAoQ,Julia,4,31/12/2014 23:42,1,0,0,0,4.75,0,0,0,0,0,0,1,0,0,0,1,0,,,
leuWfeo_LS5xGJ2j4jWQMw,Nique'e,20,09/11/2012 22:41,11,4,3,0,3.65,0,0,0,0,0,0,4,0,0,0,1,0,,,
LF0dQ2QgKbmv6gb5xgxAFA,Nicholas,19,26/03/2014 01:49,10,4,3,2,4,0,0,0,0,0,1,0,0,0,0,1,0,,,
lfC0lJOBbBDf1W3vQ8cBJQ,Amy,11,11/08/2013 21:45,0,0,0,0,4.27,0,0,0,0,0,0,1,0,0,0,1,0,,,
LfleZY423IgY6tHULVXGcw,Baeth,23,17/09/2010 01:19,45,9,27,2,4.64,0,0,0,0,0,1,1,1,1,2,1,1,,,
lfucWt2gnAPSfUPD0NrGJQ,Shandi,3,20/02/2012 02:45,2,0,1,0,4.2,0,0,0,0,0,0,0,0,0,0,1,0,,,
LfysRD_rKIIuex37n9hSVQ,Amer,2,06/01/2014 07:16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
Lgf1sEPcY0cZfj8t0x6fsg,J,26,28/12/2010 16:59,12,3,1,1,4.19,0,0,0,0,0,1,0,0,0,0,1,0,,,
lGGN6QV7-QBzrbNVA_qTnw,Armando,3,11/08/2016 22:14,1,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,1,0,,,
lgriGjJ8T1JeHquz4LlXeA,JoLynn,2,28/12/2014 19:18,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,,,
LgRQ92nWBeTu__AlCtQKig,Mark,4,02/08/2015 19:49,4,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,1,0,,,
Lhd_uuajTSBZftwHFxRvGA,Chris,29,05/08/2008 20:13,58,16,18,0,4.03,0,1,0,0,0,1,1,2,2,0,1,0,,,
LHrnENe-wvhNWAM1SH1qHw,Kelly,11,09/11/2014 22:15,8,4,0,0,2.54,0,0,0,0,0,2,0,0,0,0,1,0,,,
lHW5QdnZlMnUAzmBdkSf4g,Brian,105,21/12/2008 22:41,187,40,27,5,3.88,3,2,0,0,0,1,5,6,6,3,1,0,,,
lhXv1CMmzApCmsAFjhrIaw,Jeff,9,19/08/2008 23:24,15,3,4,1,4.5,1,2,0,0,0,6,1,3,3,2,1,0,,,
Limj2Q2zY9ptRHtC0Q_kJQ,Meghan,57,27/01/2009 04:11,109,43,43,7,3.34,2,0,0,1,0,5,4,2,2,1,1,0,,,
Lj_fDQd49dBb5pc3settaA,Carrie,25,13/10/2013 01:05,5,0,0,1,4.2,0,0,0,0,0,0,0,0,0,0,1,0,,,
Lj7WXe_5a3935bhS6i0F8Q,Jacy,3,05/06/2016 20:43,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,,,
Lj87irQyar6ly2S7RJ22fg,Shannon,14,23/10/2012 19:14,10,1,4,0,3.87,0,0,0,0,0,0,0,0,0,0,1,0,,,
lJiIs9bcfGOynFFD6j9n-Q,Scooter,4,14/10/2012 17:54,2,9,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,,,
LjzqWEOMoYyHwn-BmiqTKg,Josephine,120,06/08/2007 19:50,116,21,34,3,3.81,0,0,0,1,0,1,4,3,3,0,1,0,,,
lk_5Ur_2g1TfVZMB3Wy_og,Tricia,14,24/05/2014 20:20,9,1,2,0,4.21,0,0,0,0,0,0,0,0,0,0,1,0,,,
lKPUyA6DveoWk-3zFrHA9w,Camille,422,25/11/2008 16:39,791,737,403,19,3.86,38,5,3,1,0,27,33,58,58,18,1,4,,,
lKrWin9tHCK-hCxawITCNA,Shannie,4,09/11/2015 22:25,2,1,0,0,2.25,0,0,0,0,0,0,0,0,0,0,1,0,,,
LkrxA5xUazoJvIg2N0BCRw,Trev,5,27/12/2016 00:11,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,1,0,,,
LkY684w7qaiZgjTxM1cDkA,Melissa,48,26/02/2013 18:32,151,43,105,18,4.52,5,1,0,1,0,2,5,22,22,1,1,7,,,
